dataset,model,mitigation,protected_attribute,n_seeds,positive_rate_proxy,mean_accuracy,sd_accuracy,mean_abs_spd,sd_abs_spd,mean_abs_eod,sd_abs_eod,mean_abs_aod,sd_abs_aod,mean_abs_di_violation,sd_abs_di_violation,mean_cfs_original,sd_cfs_original,mean_cfs_no_di,sd_cfs_no_di,mean_cfs_di_clipped,sd_cfs_di_clipped,mean_cfs_four_fifths,sd_cfs_four_fifths
adult,mlp,baseline,sex,30,,0.8498848456932289,0.00356180302509684,0.17194223179585402,0.017365450009628306,0.08406362673739062,0.0423046523329024,0.07587255686992932,0.02511962284445323,0.6840736150802623,0.035765993441172365,0.2539880076208591,0.026925192880042453,0.11062613846772464,0.025251646500184372,0.2539880076208591,0.026925192880042453,0.20398800762085917,0.026925192880042456
adult,mlp,equalized_odds,age_group,30,,0.8284661446338093,0.006142013039628974,0.1155016067011828,0.013429821217203626,0.03748380371490902,0.02488999091479609,0.01856356988447634,0.013127680369337421,0.46124731745935876,0.03993092834212624,0.15819907443998177,0.01608760837681305,0.057182993433522726,0.013415785154667724,0.15819907443998177,0.01608760837681305,0.10819907443998171,0.016087608376813053
adult,mlp,equalized_odds,race,30,,0.8412508316699936,0.0060081407504191135,0.047033034166236276,0.015925898438013304,0.05104776141788062,0.031404151182338774,0.025450600730377883,0.015801341351493442,0.2471089879570697,0.08475562256848854,0.0926600960678911,0.023367110393367137,0.0411771321048316,0.014181492363561598,0.0926600960678911,0.023367110393367137,0.04674735768204195,0.019003333867054262
adult,mlp,equalized_odds,sex,30,,0.8264547827422078,0.0061861590781607375,0.08915634094722188,0.01329931341072635,0.024856795096799455,0.018022047001637835,0.013359549997135066,0.008441528907246247,0.39494427429502577,0.04446322570762211,0.1305792400840456,0.014771964022146856,0.0424575620137188,0.009643693533948365,0.1305792400840456,0.014771964022146856,0.08057924008404556,0.014771964022146861
adult,mlp,reweighing,age_group,30,,0.8334356927171298,0.006043505722537165,0.16206415755550058,0.009965155711711568,0.0320956718844425,0.022867547684271787,0.04079093882434088,0.015363290576662435,0.6255381745592353,0.02287790231223914,0.21512223570587985,0.014166133059662257,0.0783169227547613,0.01408132771553086,0.21512223570587985,0.014166133059662257,0.1651222357058798,0.014166133059662259
adult,mlp,reweighing,race,30,,0.8355801218076666,0.005932683311045573,0.07454973952332518,0.014435435114323094,0.04156083963357845,0.033975021315977474,0.02861822034657132,0.019851438306061692,0.3483806598651136,0.055684660926339974,0.12327736484214714,0.02749806345782356,0.048242933167824985,0.020687234089305184,0.12327736484214714,0.02749806345782356,0.07327736484214714,0.02749806345782356
adult,mlp,reweighing,sex,30,,0.8316085777163621,0.004804322937737776,0.09557483820511153,0.01338932613184704,0.11703832387072009,0.031815771827505564,0.04691844715358285,0.01740057681647027,0.426493408275911,0.044247389018690665,0.17150625437633138,0.012677804034894645,0.08651053640980484,0.014919718181511454,0.17150625437633138,0.012677804034894645,0.12150625437633138,0.012677804034894647
adult,random_forest,ExponentiatedGradient_DP,sex,30,,0.8152054864629716,0.004614755990096657,0.03169356411900561,0.010644059101660028,0.1884970177077017,0.03593838436386453,0.11112718473232505,0.019559722789444782,0.15437350161145788,0.04924350743153493,0.12142281704262256,0.013111662613811564,0.11043925551967743,0.01643572626394651,0.12142281704262256,0.013111662613811564,0.08371389529984098,0.011776374086465983
adult,random_forest,ExponentiatedGradient_EO,sex,30,,0.8420134090792772,0.00404189641188997,0.1498339892650711,0.009286224627344325,0.07587525655741281,0.03538127464328523,0.06285976966808358,0.018813420842461008,0.6171341798401557,0.02888730381362485,0.2264257988326808,0.0209802629087523,0.09618967183018916,0.02016338552933142,0.2264257988326808,0.0209802629087523,0.17642579883268084,0.020980262908752295
adult,random_forest,baseline,age_group,30,,0.8447873483801627,0.004565997493315049,0.1792115537024967,0.008627164011571339,0.0522386455713433,0.02868439616784034,0.05411654607009046,0.01599451659712927,0.645730518535391,0.02126037667547904,0.23282431596983036,0.015923142973986528,0.09518891511464349,0.01622693831946364,0.23282431596983036,0.015923142973986528,0.18282431596983037,0.015923142973986528
adult,random_forest,baseline,race,30,,0.8447873483801627,0.004565997493315049,0.08433807951221196,0.013842420999330292,0.04585374989804994,0.03671670855510559,0.03502539410757664,0.019420212004762995,0.3849183694707197,0.060479023594269474,0.1375338982471396,0.026677302384055898,0.05507240783927953,0.020312896775362205,0.1375338982471396,0.026677302384055898,0.0875338982471396,0.02667730238405591
adult,random_forest,baseline,sex,30,,0.8447873483801627,0.004565997493315049,0.17069326420746928,0.010792644034059136,0.08103155062413568,0.03984975435205321,0.07461596249139654,0.021392592686150427,0.6490550376070932,0.02935275267720441,0.24384895373252372,0.023608125596621992,0.10878025910766717,0.023210343100764697,0.24384895373252372,0.023608125596621992,0.19384895373252373,0.02360812559662199
adult,random_forest,equalized_odds,age_group,30,,0.8219970315778702,0.005370664812665493,0.11773644830408111,0.012298472632210332,0.03660046022698916,0.023713107788752075,0.019135246381782586,0.011919951623987698,0.4378604712718456,0.0362049804734649,0.15283315654617458,0.014318408975350414,0.05782405163761761,0.012200669707650835,0.15283315654617458,0.014318408975350414,0.10283315654617461,0.014318408975350413
adult,random_forest,equalized_odds,race,30,,0.8369926813040587,0.006023059415438327,0.047924017533239334,0.016271322835035833,0.04712546938187898,0.03749684453513137,0.02365444063460812,0.018135864216630507,0.22781157774190497,0.0713460341490102,0.08662887632290786,0.02306912336770512,0.03956797584990881,0.017936195677765762,0.08662887632290786,0.02306912336770512,0.04118661233170438,0.020300519396928493
adult,random_forest,equalized_odds,sex,30,,0.8199344899943702,0.006098218384271012,0.08907988452190688,0.014209346786865536,0.03833858731342141,0.025598400311030858,0.02063865884121902,0.013408955515711482,0.3727545402133521,0.04296450386624712,0.13020291772247486,0.01569890693929581,0.049352376892182435,0.012949237720047796,0.13020291772247486,0.01569890693929581,0.08020291772247487,0.01569890693929581
adult,random_forest,reweighing,age_group,30,,0.843927529556272,0.00433182349231287,0.1697379656803705,0.008554576700086991,0.043386649456815474,0.026989377429221806,0.046406463048276766,0.014978619675177399,0.6383229418863683,0.022983764838614303,0.2244635050179578,0.01564140581803505,0.08651035939515425,0.015130446285552736,0.2244635050179578,0.01564140581803505,0.17446350501795777,0.01564140581803505
adult,random_forest,reweighing,race,30,,0.845365678898613,0.004386830482019414,0.07922686185597864,0.01433033275059915,0.038777573601730994,0.0336854137602459,0.02876129749574099,0.01794964626356836,0.36755739399801596,0.06394345477127997,0.12858078173786663,0.025757997836240647,0.048921910984483535,0.018507416847654425,0.12858078173786663,0.025757997836240647,0.07858078173786666,0.025757997836240644
adult,random_forest,reweighing,sex,30,,0.8440913045703466,0.003968669082657702,0.12855361485758546,0.010837983159533117,0.04112424508820703,0.030333083142120187,0.017761875769742086,0.010122089866021677,0.5334192705081169,0.03576215652493911,0.18021475155591282,0.008983992581714895,0.0624799119051782,0.008924427462448009,0.18021475155591282,0.008983992581714895,0.13021475155591283,0.008983992581714895
adult,xgboost,baseline,age_group,30,,0.8677107323813911,0.003706625365148195,0.18622819320536885,0.008134566066572512,0.07052435755906332,0.03239595668315912,0.058817839273699234,0.01787290989949966,0.6887138057956171,0.02174483020859192,0.2510710489584372,0.017731701022136608,0.10519013001271049,0.018050495147572152,0.2510710489584372,0.017731701022136608,0.20107104895843722,0.017731701022136608
adult,xgboost,baseline,race,30,,0.8677107323813911,0.003706625365148195,0.08349287257269027,0.014675771294514953,0.053087902017676464,0.03557184917193462,0.03461421232850785,0.020081790525918883,0.3989907140693834,0.06618441588620753,0.14254642524706448,0.02933266714960798,0.05706499563962487,0.02099878531840585,0.14254642524706448,0.02933266714960798,0.0925464252470645,0.02933266714960798
adult,xgboost,baseline,sex,30,,0.8677107323813911,0.003706625365148195,0.17524104981217511,0.00859138661532592,0.08300356357675244,0.03334524863545743,0.07232671556278746,0.017230486792186937,0.6884204400394284,0.021658635860017914,0.25474794224778585,0.01822289827606376,0.11019044298390503,0.018790732358669765,0.25474794224778585,0.01822289827606376,0.20474794224778586,0.01822289827606376
adult,xgboost,equalized_odds,age_group,30,,0.8464916321203747,0.004246853278552445,0.12788828537338634,0.012626219468001017,0.0388765074193344,0.022830794300005307,0.020285545776265113,0.011974245365612134,0.5057911631317052,0.0385590259955153,0.17321037542517279,0.015590579649421104,0.06235011285632862,0.012588497825042172,0.17321037542517279,0.015590579649421104,0.1232103754251728,0.015590579649421104
adult,xgboost,equalized_odds,race,30,,0.8585598034699833,0.006155762214283921,0.052639120973695164,0.018535709824799195,0.04861313696589387,0.04044801227305628,0.025869304833244743,0.019999732551149507,0.26586481265921946,0.08517108937452693,0.09824659385801328,0.027865033404269404,0.042373854257611275,0.020264571106560457,0.09824659385801328,0.027865033404269404,0.05152125366832232,0.0245975250387359
adult,xgboost,equalized_odds,sex,30,,0.8429807052561542,0.005139876625510932,0.0994347105436946,0.011553958021294473,0.03380156848451528,0.02907379622721254,0.017084684061660676,0.014342373006489667,0.4345378442111066,0.03930163951468929,0.14621470182524426,0.01528680344136995,0.05010698769662351,0.014038495580341573,0.14621470182524426,0.01528680344136995,0.09621470182524429,0.015286803441369954
adult,xgboost,reweighing,age_group,30,,0.8661855775628229,0.003574238790171255,0.17075011918139707,0.008148951697326481,0.044848854306788914,0.02818769701888764,0.03955736113255525,0.018419185975437284,0.675351884413535,0.023428296428020096,0.232627054758569,0.01717640702858481,0.08505211154024704,0.0166375074920225,0.232627054758569,0.01717640702858481,0.18262705475856902,0.017176407028584813
adult,xgboost,reweighing,race,30,,0.867480423767849,0.0037629443238512833,0.07225029191707752,0.014991744504521946,0.03706240322024093,0.03026552445506918,0.02183285944183518,0.015570177771714272,0.3529501677319715,0.06875854819057126,0.12102393057778126,0.02519570856807707,0.043715184859717884,0.016530361326592562,0.12102393057778126,0.02519570856807707,0.0712774240239529,0.024818576551061882
adult,xgboost,reweighing,sex,30,,0.8633399866932803,0.0028155536049815854,0.08773188034849447,0.010643498614416907,0.17054693932332576,0.028128062956714054,0.08315078176529749,0.015444105036575815,0.4102912315496938,0.04339816964148177,0.1879302082467029,0.010158116322900042,0.11380986714570591,0.01229236602024319,0.1879302082467029,0.010158116322900042,0.1379302082467029,0.010158116322900044
bank_uci,gradient_boosting,baseline,age_group,30,,0.9018410617463785,0.001914946138565359,0.05967260888021136,0.006299400609095883,0.0983931775728155,0.02897196473570188,0.06277347973046198,0.014745553202349044,1.9521609582633916,0.20592533280609693,0.5432500561117202,0.06145578664699473,0.07361308872782961,0.016068070089946467,0.3052098165458723,0.01205105256745985,0.3052098165458723,0.01205105256745985
bank_uci,gradient_boosting,baseline,job_group,30,,0.9018410617463785,0.001914946138565359,0.008208974616532095,0.003619290740587261,0.028938184485951247,0.017750195012965795,0.015084422474113074,0.009143321962616285,0.17303413721054414,0.06857288038153198,0.056316429696785124,0.02270338596769043,0.017410527192198804,0.009782166815702627,0.056316429696785124,0.02270338596769043,0.016514400984745378,0.014793422764155078
bank_uci,gradient_boosting,equalized_odds,age_group,30,,0.8888160556769442,0.003641232688599012,0.01865957898519781,0.0064822526869260915,0.03114709214293831,0.01937402499022936,0.015215678602519144,0.009781652582221325,0.40383368529789027,0.15666500448972184,0.11721400875713638,0.043029276760343155,0.021674116576885092,0.010540200242491748,0.11721400875713638,0.043029276760343155,0.056281834607944226,0.04118542459956077
bank_uci,gradient_boosting,equalized_odds,job_group,30,,0.899898842761188,0.00221971473392936,0.0033580079313590932,0.003453600029593507,0.026629267095962247,0.021404535991458338,0.013105111559116348,0.010563076810046285,0.07727755261046958,0.07808324844146454,0.030092484799226816,0.023843239092567168,0.014364128862145895,0.010921590588768128,0.030092484799226816,0.023843239092567168,0.011631586254845144,0.009616770250348322
bank_uci,gradient_boosting,reweighing,age_group,30,,0.9015456826090473,0.0019622425695306005,0.047876980234590846,0.005309293663476394,0.06922578459808432,0.02793677076688819,0.04480858655465405,0.014036035136611624,1.674177618727642,0.2259403225571628,0.45902224252874285,0.0659393921201956,0.053970450462443066,0.01532430729819175,0.29047783784683223,0.01149323047364381,0.29047783784683223,0.01149323047364381
bank_uci,gradient_boosting,reweighing,job_group,30,,0.9019503115642956,0.0019619836085136254,0.0075597200676306864,0.0030928486840641,0.02456879010121994,0.015336023198823028,0.012758073956836919,0.007694011182139684,0.16142676524387842,0.06024346425814671,0.05157833734239149,0.01922846159015173,0.014962194708562516,0.008245735213525644,0.05157833734239149,0.01922846159015173,0.013243680439581256,0.010427568418998485
bank_uci,logistic_regression,ExponentiatedGradient_DP,age_group,30,,0.895990127053492,0.0014712704364884537,0.013121690313038937,0.004622866133145625,0.02101771632702599,0.012407739001830865,0.010232805714942504,0.0057710970895611695,0.829099768036953,0.315019542535981,0.21836799509799015,0.07904752112186147,0.014790737451669143,0.005865717019909664,0.20077091924965307,0.05545681192614019,0.15353158393738559,0.07512497729065405
bank_uci,logistic_regression,ExponentiatedGradient_DP,job_group,30,,0.9001173423970219,0.0020264836980862615,0.007931202810480199,0.003254245494968743,0.024892546712963017,0.01418546743070109,0.013442527542063576,0.0076272855591122115,0.18752877512940244,0.07054794649583204,0.05844876304872732,0.022402106904825192,0.015422092355168926,0.008048162790685383,0.05844876304872732,0.022402106904825192,0.017637185202469905,0.013766732398199796
bank_uci,logistic_regression,ExponentiatedGradient_EO,age_group,30,,0.8981751234118314,0.0015381315205374208,0.025886208092798946,0.005486998258072967,0.025153727406359676,0.022564394351505843,0.015768955119758576,0.012869504823537478,1.1841520618429107,0.2614925566573517,0.3127402381154569,0.0744014484731387,0.02226963020630573,0.013330084372073298,0.25978700568985585,0.020642920980925752,0.23258606685747804,0.04469754961611061
bank_uci,logistic_regression,ExponentiatedGradient_EO,job_group,30,,0.8999069353402931,0.0018726075255692607,0.007119744632613457,0.0033601499850528017,0.022613237858781977,0.015128596024887524,0.012045479426084896,0.00832005127670229,0.16883581302057066,0.07084806373455359,0.05265356873451275,0.022464912345522236,0.013926153972493444,0.00855297792326102,0.05265356873451275,0.022464912345522236,0.014244218633010904,0.013132523766899244
bank_uci,logistic_regression,baseline,age_group,30,,0.9001011572388119,0.002013251827851359,0.05259684954420636,0.005741689950129987,0.08639150493489585,0.02668212929753989,0.05508683488072322,0.013382810581025634,1.9196169388888487,0.2022500389371883,0.5284230320621685,0.059942826908441556,0.06469172978660849,0.014756408931144849,0.29851879733995634,0.01106730669835863,0.29851879733995634,0.01106730669835863
bank_uci,logistic_regression,baseline,job_group,30,,0.9001011572388119,0.002013251827851359,0.009594183665004549,0.003010799947101559,0.028276392803048125,0.015249279999463882,0.015562080454350797,0.008396806315823808,0.22206101639027093,0.06205900794405938,0.0688734183281686,0.021105318952387153,0.017810885640801154,0.008691969177456198,0.0688734183281686,0.021105318952387153,0.0228513384288756,0.016644030262892236
bank_uci,logistic_regression,equalized_odds,age_group,30,,0.8886016023306629,0.003336441796433691,0.016614641897880682,0.005386371945172008,0.025365230401950992,0.020571085065729938,0.012175121012570475,0.009737161520334698,0.3955289296761676,0.13956405460582869,0.11242098074714243,0.03527084669142754,0.018051664437467384,0.009927208536126041,0.11242098074714243,0.03527084669142754,0.05229987232817052,0.03213922581477251
bank_uci,logistic_regression,equalized_odds,job_group,30,,0.8977543092983733,0.002024242557674012,0.0035615511332757364,0.0028805751151940477,0.025484377682586986,0.016978721087714036,0.012614343224488145,0.008404735863688916,0.09094413470984404,0.06155903793766067,0.03315110168754873,0.019923038202466235,0.013886757346783624,0.008965096982564808,0.03315110168754873,0.019923038202466235,0.011312263850276618,0.010153866537536648
bank_uci,logistic_regression,reweighing,age_group,30,,0.9002872865582261,0.0019455342874780557,0.0476578529822902,0.005448519503526674,0.07828032715832468,0.025321324687432253,0.0492920581815945,0.01293225301849621,1.8369980637738936,0.21302914195657863,0.5030570755240258,0.06264938282567144,0.05841007944073647,0.01419858549089127,0.2938075595805523,0.010648939118168449,0.2938075595805523,0.010648939118168449
bank_uci,logistic_regression,reweighing,job_group,30,,0.9000971109492595,0.0019346173161579343,0.008495850166436024,0.0032384340272149916,0.025150377156204648,0.01479618342083931,0.013713998905298525,0.008049275836202952,0.19882882788709696,0.06757578521187414,0.061547263528759034,0.022231912728987755,0.015786742075979732,0.008470456589088465,0.061547263528759034,0.022231912728987755,0.018579012105424134,0.01522259148976536
bank_uci,mlp,baseline,age_group,30,,0.8998543335761107,0.002670170548724237,0.060796069729930506,0.01059645807444253,0.10047606017241067,0.027422759684798313,0.06484232470321112,0.01510482808717057,2.0124599096675855,0.23129091352539724,0.5596435910682843,0.0658367229221998,0.07537148486851741,0.0164311433241012,0.306528613651388,0.012323357493075898,0.306528613651388,0.012323357493075898
bank_uci,mlp,baseline,job_group,30,,0.8998543335761107,0.002670170548724237,0.008798989277750947,0.0036619860722433167,0.02604429517818715,0.016781965331809933,0.014185792601621417,0.008951390379393067,0.1867377872791245,0.06867175123267467,0.058941716084171,0.021717540950912252,0.016343025685853173,0.009225714217392194,0.058941716084171,0.021717540950912252,0.01744505280856277,0.013960176210352556
bank_uci,mlp,equalized_odds,age_group,30,,0.8867807720320465,0.005247930455680637,0.018356870456966646,0.0073420773849000726,0.028135531559918582,0.02079429480589722,0.014148113054278393,0.010328219867469696,0.3830023835011465,0.13550073973496024,0.11091072464307755,0.035511452727838726,0.020213505023721202,0.011077945078905995,0.11091072464307755,0.035511452727838726,0.05065520248572649,0.03211651121145475
bank_uci,mlp,equalized_odds,job_group,30,,0.8974265598446224,0.002080894097714898,0.0035341130182816676,0.0031961544836685294,0.024553379974584014,0.015721931071783046,0.012276927469722811,0.007901323471181276,0.07903081925751915,0.06385863898891303,0.029848809930026914,0.019090794093557493,0.013454806820862834,0.008221604612353656,0.029848809930026914,0.019090794093557493,0.010472140352282555,0.00690052900252588
bank_uci,mlp,reweighing,age_group,30,,0.8871854009872947,0.00574086874493596,0.06390802425310467,0.012826876972789648,0.08225021200387696,0.0347799053618924,0.059152176827137026,0.019501001451419944,1.38784430507016,0.28143329293790376,0.39828867953856956,0.08149346509363395,0.06843680436137288,0.021213525289235594,0.3011582781017045,0.016235909830441195,0.2902129239567699,0.029826210947387036
bank_uci,mlp,reweighing,job_group,30,,0.8852229505543416,0.007103034499503525,0.010128442194435382,0.005858739069781858,0.03267041035005549,0.021310123142192713,0.017841546194238646,0.010990170292632771,0.1413358698600937,0.07990790787678333,0.05049406714970581,0.02511829062899086,0.020213466246243168,0.01164920073850432,0.05049406714970581,0.02511829062899086,0.01827523467768966,0.011413413474292467
bank_uci,random_forest,ExponentiatedGradient_DP,age_group,30,,0.8821194464675892,0.0021047721112881592,0.04342964888000809,0.00754535140202222,0.04100862368677575,0.025922290568728704,0.030217204545199865,0.015206726433403608,0.8534128625812851,0.17241162810746002,0.24201708492331725,0.05169526832138334,0.03821849237066124,0.015137632775365433,0.23735823004579057,0.04517451365253595,0.17951708492331725,0.05169526832138334
bank_uci,random_forest,ExponentiatedGradient_EO,age_group,30,,0.8838836287124707,0.0022984808689709957,0.07165118710016194,0.008205731043739659,0.0959333182445238,0.03279360777899272,0.06779215366431954,0.017413164819535015,1.2630440037843629,0.1711786970542903,0.37460516569834196,0.05502703832442051,0.07845888633633509,0.018951568737106007,0.3087824665759997,0.014319324540073432,0.29345148535300447,0.03393258892745902
bank_uci,random_forest,baseline,age_group,30,,0.8855264222707778,0.0024693765985503917,0.08086444889302476,0.008146423047359104,0.11446758858485238,0.03435190856677069,0.08033873103493556,0.017850883845034825,1.4624794852149197,0.17354391486834253,0.43453756343193306,0.055518280053415386,0.09189025617093757,0.019451701654661015,0.3189176921282032,0.014588776240995766,0.3181183010399954,0.015729302514326114
bank_uci,random_forest,baseline,job_group,30,,0.8855264222707778,0.0024693765985503917,0.014480261852163384,0.004019140446132495,0.033353503966800466,0.017108753379118477,0.019928022188963664,0.009240678588112141,0.182248080324342,0.04829855842650283,0.06250246708306738,0.016799268731291638,0.022587262669309178,0.00930341508548345,0.06250246708306738,0.016799268731291638,0.019458428110935393,0.010678679158348746
bank_uci,random_forest,equalized_odds,age_group,30,,0.866274176580076,0.007307522678130325,0.02118142121669814,0.007790812474739793,0.035928623336362264,0.025779194662845582,0.017772074729116363,0.012301081767427653,0.25970667238491985,0.09412312410813513,0.08364719791677416,0.02870802651806791,0.024960706427392253,0.013924402136506185,0.08364719791677416,0.02870802651806791,0.029944365427766417,0.01799730442405291
bank_uci,random_forest,equalized_odds,job_group,30,,0.8828032694019586,0.003210809424326754,0.004879358540074905,0.0028582850113376503,0.0270696356931608,0.021421603028041802,0.012817316924213729,0.010274557043484999,0.06676978710725377,0.03513342810243019,0.0278840245661758,0.013602989261621333,0.014922103719149812,0.010756533694959804,0.0278840245661758,0.013602989261621333,0.01119157778936236,0.008067400271219853
bank_uci,random_forest,reweighing,age_group,30,,0.8848992473901433,0.0023785945738378613,0.07820718152571124,0.008185263196219508,0.1101787216784768,0.030277850204937833,0.07711484532439017,0.01621505931547335,1.3931681978093924,0.16498134359483727,0.4146672365844926,0.052007889922092695,0.08850024950952609,0.01749940790670307,0.3163751871321445,0.013124555930027303,0.31276925132645433,0.018780955643708873
bank_uci,random_forest,reweighing,job_group,30,,0.8854576353483855,0.0024679598443738,0.01376373179449339,0.004824246209584006,0.03392830899497409,0.020468092329224162,0.019715695267612614,0.010903068114885044,0.17406926479912807,0.058026111279467676,0.06036925021405204,0.020402714810019346,0.022469245352360032,0.011161304634374508,0.06036925021405204,0.020402714810019346,0.019449008165126257,0.011772142479396622
bank_uci,xgboost,baseline,age_group,30,,0.90050578619406,0.0019939784553998493,0.06920097542860894,0.008397399355866968,0.11348466101937486,0.03550092495824413,0.07382526797613731,0.018700540184513184,2.023025600080091,0.27258548717447195,0.5698841261260531,0.08085704311723219,0.08550363480804038,0.020268769850142393,0.3141277261060303,0.015201577387606796,0.3141277261060303,0.015201577387606796
bank_uci,xgboost,baseline,job_group,30,,0.90050578619406,0.0019939784553998493,0.009036987597045824,0.004102396202699837,0.026505279848207226,0.01798500661038064,0.01446971013064052,0.009211148488520584,0.1690072827048708,0.07109587280056773,0.0547548150701911,0.022922908533005694,0.016670659191964525,0.009886395133932921,0.0547548150701911,0.022922908533005694,0.01582488655839627,0.013263125706799573
bank_uci,xgboost,equalized_odds,age_group,30,,0.8837379622885811,0.0046232978891574995,0.020027358863382146,0.007220036832904886,0.024494905792260217,0.01876004762620487,0.012460332762397271,0.010280291267149277,0.3634193233054962,0.1442560482454487,0.10510048018088396,0.040467607122657706,0.01899419913934654,0.01074171273310366,0.10510048018088396,0.040467607122657706,0.0466206248903878,0.03549444655457225
bank_uci,xgboost,equalized_odds,job_group,30,,0.8974346524237276,0.002808168777516327,0.004568952898261784,0.0037900051920467404,0.025174755806578065,0.019152157037253686,0.012711488791651654,0.00914908148558695,0.08871364764169928,0.0686661432277881,0.0327922112845477,0.01980890030951764,0.014151732498830501,0.009606668507746885,0.0327922112845477,0.01980890030951764,0.011055045204633445,0.008057914138136151
bank_uci,xgboost,reweighing,age_group,30,,0.90053815651048,0.0025221066948828987,0.05511823262321525,0.006687964454688284,0.08005314961347111,0.029015906143253,0.05283058500510843,0.015019449418268167,1.7232982039571116,0.22586801375371335,0.47782504279972654,0.06696674218178551,0.06266732241393161,0.016324966144015712,0.2970004918104487,0.012243724608011793,0.2970004918104487,0.012243724608011793
bank_uci,xgboost,reweighing,job_group,30,,0.9008294893582586,0.0023063813731417876,0.007594796137789563,0.004041135778508165,0.023830479867628814,0.016899919032585996,0.012151984760344675,0.009239936429824843,0.14763028478740955,0.07422698020779844,0.047801886388293156,0.023982073036446932,0.014525753588587684,0.009592806988483396,0.047801886388293156,0.023982073036446932,0.013670926898717704,0.01339756614066518
